"","smw_increase1015","mean.pre","var.pre","n.pre","smw_increase1015","mean.post","var.post","n.post"
"1",FALSE,20.1195926045176,194.782306437721,4737,FALSE,22.2961727651552,239.731803516563,4454
"2",TRUE,23.1300755219853,303.609020564425,19877,TRUE,25.8321792624136,351.57356228161,18039
