"","smw_increase1115","mean.pre","var.pre","n.pre","smw_increase1115","mean.post","var.post","n.post"
"1",FALSE,20.4679007961825,180.059742014137,4537,FALSE,22.2961727651552,239.731803516563,4454
"2",TRUE,23.3589813685838,329.010483628469,19364,TRUE,25.8321792624136,351.57356228161,18039
